country,total_cases,total_deaths,new_cases,new_deaths,id_pandemic,id_calendar,id
Comoros,272,7,0,0,1,101,43
Congo (Brazzaville),1087,37,0,0,1,101,33
Congo (Kinshasa),6552,149,141,7,1,101,169
Costa Rica,2836,12,152,0,1,101,64
Cote d'Ivoire,8739,64,405,4,1,101,167
Croatia,2539,107,56,0,1,101,78
Cuba,2325,85,4,0,1,101,91
Cyprus,992,19,0,0,1,101,103
Czechia,11038,349,168,4,1,101,142
Denmark,12862,604,39,1,1,101,178
Djibouti,4643,52,8,0,1,101,89
Dominica,18,0,0,0,1,101,187
Dominican Republic,29764,712,623,14,1,101,179
Ecuador,53856,4406,700,63,1,101,122
Egypt,62755,2620,1625,87,1,101,143
El Salvador,5517,133,181,7,1,101,112
Equatorial Guinea,2001,32,0,0,1,101,62
Eritrea,167,0,23,0,1,101,54
Estonia,1986,69,2,0,1,101,101
Eswatini,728,8,22,0,1,101,133
Ethiopia,5425,89,250,8,1,101,137
Fiji,18,0,0,0,1,101,55
Finland,7191,328,19,1,1,101,42
France,200195,29781,1588,26,1,101,157
Gabon,5209,40,122,0,1,101,108
Gambia,43,2,0,0,1,101,152
Georgia,919,14,2,0,1,101,47
Germany,194036,8965,665,25,1,101,52
Ghana,15834,103,361,8,1,101,29
Greece,3343,191,22,0,1,101,12
Greenland,13,0,0,0,1,101,184
Grenada,23,0,0,0,1,101,11
Guatemala,15828,672,209,49,1,101,20
Guinea,5260,29,86,0,1,101,56
Guinea-Bissau,1614,22,58,3,1,101,38
Guyana,215,12,0,0,1,101,19
Haiti,5722,98,179,2,1,101,138
Holy See,12,0,0,0,1,101,32
Honduras,15994,471,628,45,1,101,136
Hungary,4127,578,4,1,1,101,125
Iceland,1820,10,2,0,1,101,106
India,508953,15685,18552,384,1,101,35
Indonesia,51427,2683,1240,63,1,101,186
Iran,217724,10239,2628,109,1,101,15
Iraq,41193,1559,2054,122,1,101,21
Ireland,25414,1730,9,3,1,101,154
Israel,22800,314,400,5,1,101,97
Italy,239961,34708,255,30,1,101,135
Jamaica,686,10,2,0,1,101,49
Japan,18162,971,107,0,1,101,127
Jordan,1104,9,18,0,1,101,75
Kazakhstan,20319,150,569,10,1,101,7
Kenya,5533,137,149,5,1,101,84
Kosovo,2169,37,0,0,1,101,151
Kuwait,43703,341,915,2,1,101,73
Kyrgyzstan,4446,46,242,3,1,101,161
Laos,19,0,0,0,1,101,23
Latvia,1112,30,1,0,1,101,13
Lebanon,1697,33,35,0,1,101,87
Lesotho,24,0,7,0,1,101,119
Liberia,684,34,3,0,1,101,93
Libya,713,18,15,0,1,101,63
Liechtenstein,82,1,0,0,1,101,71
Lithuania,1808,78,2,0,1,101,158
Luxembourg,4173,110,22,0,1,101,114
Madagascar,1922,16,93,0,1,101,60
Malawi,1005,13,45,1,1,101,69
Malaysia,8606,121,6,0,1,101,104
Maldives,2283,8,6,0,1,101,37
Mali,2060,113,21,0,1,101,17
Malta,670,9,2,0,1,101,147
Mauritania,3907,120,168,1,1,101,95
Mauritius,341,10,0,0,1,101,130
Mexico,208392,25779,5441,719,1,101,180
Moldova,15776,515,323,13,1,101,128
Monaco,102,4,0,0,1,101,113
Mongolia,219,0,0,0,1,101,14
Montenegro,439,9,25,0,1,101,185
Morocco,11633,218,295,1,1,101,16
Mozambique,816,5,28,0,1,101,111
Namibia,121,0,19,0,1,101,41
Nepal,11755,27,593,1,1,101,24
Netherlands,50206,6122,91,3,1,101,149
New Zealand,1522,22,2,0,1,101,132
Nicaragua,2170,74,0,0,1,101,174
Niger,1059,67,3,0,1,101,165
Nigeria,23298,554,684,5,1,101,74
North Macedonia,5758,268,163,3,1,101,44
Norway,8832,249,44,0,1,101,175
Oman,36034,153,1132,9,1,101,105
Pakistan,198883,4035,3138,73,1,101,150
Panama,29905,575,868,11,1,101,18
Papua New Guinea,11,0,1,0,1,101,2
Paraguay,1711,13,142,0,1,101,6
Peru,272364,8939,3762,178,1,101,50
Philippines,34073,1224,1004,12,1,101,166
Poland,33395,1429,276,17,1,101,72
Portugal,40866,1555,451,6,1,101,8
Qatar,92784,109,946,3,1,101,155
Romania,25697,1579,411,14,1,101,163
Russia,619936,8770,6788,176,1,101,146
Rwanda,858,2,8,0,1,101,168
Saint Kitts and Nevis,15,0,0,0,1,101,51
Saint Lucia,19,0,0,0,1,101,96
Saint Vincent and the Grenadines,29,0,0,0,1,101,176
San Marino,698,42,0,0,1,101,98
Sao Tome and Principe,712,13,1,0,1,101,59
Saudi Arabia,174577,1474,3938,46,1,101,148
Senegal,6354,98,121,4,1,101,134
Serbia,13565,265,193,1,1,101,159
Seychelles,11,0,0,0,1,101,27
Sierra Leone,1394,59,40,3,1,101,144
Singapore,42955,26,219,0,1,101,141
Slovakia,1643,28,13,0,1,101,156
Slovenia,1558,109,11,0,1,101,117
Somalia,2878,90,0,0,1,101,57
South Africa,124590,2340,6215,48,1,101,45
South Korea,12653,282,51,0,1,101,109
South Sudan,1942,36,0,0,1,101,126
Spain,247905,28338,419,8,1,101,86
Sri Lanka,2014,11,4,0,1,101,79
Sudan,9257,572,273,16,1,101,5
Suriname,389,10,16,0,1,101,183
Sweden,65137,5280,1247,50,1,101,67
Switzerland,31486,1962,58,4,1,101,85
Syria,255,8,13,1,1,101,9
Taiwan*,447,7,0,0,1,101,65
Tajikistan,5747,52,56,0,1,101,100
Tanzania,509,21,0,0,1,101,28
Thailand,3162,58,4,0,1,101,61
Timor-Leste,24,0,0,0,1,101,81
Togo,591,14,3,0,1,101,164
Trinidad and Tobago,124,8,1,0,1,101,46
Tunisia,1164,50,2,0,1,101,77
Turkey,194511,5065,1396,19,1,101,39
US,2467554,125631,45255,605,1,101,120
Uganda,833,0,12,0,1,101,182
Ukraine,41975,1097,1121,19,1,101,26
United Arab Emirates,46973,310,410,2,1,101,83
United Kingdom,283151,43498,639,184,1,101,82
Uruguay,919,26,12,0,1,101,80
Uzbekistan,7427,20,250,0,1,101,170
Venezuela,4779,41,216,2,1,101,92
Vietnam,353,0,1,0,1,101,66
West Bank and Gaza,1557,3,175,0,1,101,68
Western Sahara,10,1,0,0,1,101,124
Yemen,1089,293,13,5,1,101,53
Zambia,1531,21,34,3,1,101,30
Zimbabwe,561,6,10,0,1,101,181
Afghanistan,30616,703,165,20,1,102,139
Albania,2330,53,61,2,1,102,131
Algeria,12968,892,283,7,1,102,116
Andorra,855,52,0,0,1,102,70
Angola,259,10,47,0,1,102,3
Antigua and Barbuda,65,3,0,0,1,102,121
Argentina,57744,1207,2401,23,1,102,25
Armenia,23909,421,662,11,1,102,107
Australia,7686,104,85,0,1,102,99
Austria,17580,700,58,2,1,102,110
Azerbaijan,15890,193,521,6,1,102,90
Bahamas,104,11,0,0,1,102,10
Bahrain,25267,78,462,5,1,102,34
Bangladesh,133978,1695,3504,34,1,102,172
Barbados,97,7,0,0,1,102,173
Belarus,61095,377,382,4,1,102,129
Belgium,61209,9732,103,1,1,102,40
Belize,24,2,0,0,1,102,31
Benin,1124,14,71,0,1,102,1
Bhutan,75,0,5,0,1,102,162
Bolivia,30676,970,1253,36,1,102,145
Bosnia and Herzegovina,3935,178,0,0,1,102,160
Botswana,92,1,0,0,1,102,177
Brazil,1313667,57070,38693,1109,1,102,115
Brunei,141,3,0,0,1,102,88
Bulgaria,4625,216,112,1,1,102,76
Burkina Faso,941,53,0,0,1,102,94
Burma,296,6,3,0,1,102,171
Burundi,170,1,26,0,1,102,140
Cabo Verde,1091,12,64,2,1,102,118
Cambodia,141,0,2,0,1,102,4
Cameroon,12592,313,0,0,1,102,102
Canada,104865,8575,249,5,1,102,36
Central African Republic,3429,45,89,5,1,102,48
Chad,865,74,0,0,1,102,58
Chile,267766,5347,4406,279,1,102,22
China,84743,4641,18,0,1,102,153
Colombia,88591,2939,4149,128,1,102,123
Comoros,272,7,0,0,1,102,43
Congo (Brazzaville),1087,37,0,0,1,102,33
Congo (Kinshasa),6690,153,138,4,1,102,169
Costa Rica,2979,14,143,2,1,102,64
Cote d'Ivoire,8944,66,205,2,1,102,167
Croatia,2624,107,85,0,1,102,78
Cuba,2330,86,5,1,1,102,91
Cyprus,994,19,2,0,1,102,103
Czechia,11298,349,260,0,1,102,142
Denmark,12862,604,0,0,1,102,178
Djibouti,4643,52,0,0,1,102,89
Dominica,18,0,0,0,1,102,187
Dominican Republic,30619,718,855,6,1,102,179
Ecuador,54574,4424,718,18,1,102,122
Egypt,63923,2708,1168,88,1,102,143
El Salvador,5727,143,210,10,1,102,112
Equatorial Guinea,2001,32,0,0,1,102,62
Eritrea,191,0,24,0,1,102,54
Estonia,1986,69,0,0,1,102,101
Eswatini,745,8,17,0,1,102,133
Ethiopia,5570,94,145,5,1,102,137
Fiji,18,0,0,0,1,102,55
Finland,7198,328,7,0,1,102,42
France,200195,29781,0,0,1,102,157
Gabon,5209,40,0,0,1,102,108
Gambia,44,2,1,0,1,102,152
Georgia,921,14,2,0,1,102,47
Germany,194458,8968,422,3,1,102,52
Ghana,16431,103,597,0,1,102,29
Greece,3366,191,23,0,1,102,12
Greenland,13,0,0,0,1,102,184
Grenada,23,0,0,0,1,102,11
Guatemala,16397,706,569,34,1,102,20
Guinea,5291,30,31,1,1,102,56
Guinea-Bissau,1614,22,0,0,1,102,38
Guyana,230,12,15,0,1,102,19
Haiti,5777,100,55,2,1,102,138
Holy See,12,0,0,0,1,102,32
Honduras,17007,479,1013,8,1,102,136
Hungary,4138,578,11,0,1,102,125
Iceland,1820,10,0,0,1,102,106
India,528859,16095,19906,410,1,102,35
Indonesia,52812,2720,1385,37,1,102,186
Iran,220180,10364,2456,125,1,102,15
Iraq,43262,1660,2069,101,1,102,21
Ireland,25437,1734,23,4,1,102,154
Israel,23421,317,621,3,1,102,97
Italy,240136,34716,175,8,1,102,135
Jamaica,690,10,4,0,1,102,49
Japan,18254,971,92,0,1,102,127
Jordan,1111,9,7,0,1,102,75
Kazakhstan,20319,166,0,16,1,102,7
Kenya,5811,141,278,4,1,102,84
Kosovo,2169,37,0,0,1,102,151
Kuwait,44391,344,688,3,1,102,73
Kyrgyzstan,4513,46,67,0,1,102,161
Laos,19,0,0,0,1,102,23
Latvia,1115,30,3,0,1,102,13
Lebanon,1719,33,22,0,1,102,87
Lesotho,24,0,0,0,1,102,119
Liberia,729,34,45,0,1,102,93
Libya,727,18,14,0,1,102,63
Liechtenstein,82,1,0,0,1,102,71
Lithuania,1813,78,5,0,1,102,158
Luxembourg,4217,110,44,0,1,102,114
Madagascar,2005,16,83,0,1,102,60
Malawi,1038,13,33,0,1,102,69
Malaysia,8616,121,10,0,1,102,104
Maldives,2305,8,22,0,1,102,37
Mali,2118,113,58,0,1,102,17
Malta,670,9,0,0,1,102,147
Mauritania,4025,121,118,1,1,102,95
Mauritius,341,10,0,0,1,102,130
Mexico,212802,26381,4410,602,1,102,180
Moldova,16080,521,304,6,1,102,128
Monaco,103,4,1,0,1,102,113
Mongolia,219,0,0,0,1,102,14
Montenegro,469,9,30,0,1,102,185
Morocco,11877,220,244,2,1,102,16
Mozambique,839,5,23,0,1,102,111
Namibia,136,0,15,0,1,102,41
Nepal,12309,28,554,1,1,102,24
Netherlands,50275,6124,69,2,1,102,149
New Zealand,1526,22,4,0,1,102,132
Nicaragua,2170,74,0,0,1,102,174
Niger,1062,67,3,0,1,102,165
Nigeria,24077,558,779,4,1,102,74
North Macedonia,5906,277,148,9,1,102,44
Norway,8846,249,14,0,1,102,175
Oman,36953,159,919,6,1,102,105
Pakistan,202955,4118,4072,83,1,102,150
Panama,30658,592,753,17,1,102,18
Papua New Guinea,11,0,0,0,1,102,2
Paraguay,1942,15,231,2,1,102,6
Peru,275989,9135,3625,196,1,102,50
Philippines,34803,1236,730,12,1,102,166
Poland,33714,1435,319,6,1,102,72
Portugal,41189,1561,323,6,1,102,8
Qatar,93663,110,879,1,1,102,155
Romania,26022,1589,325,10,1,102,163
Russia,626779,8958,6843,188,1,102,146
Rwanda,878,2,20,0,1,102,168
Saint Kitts and Nevis,15,0,0,0,1,102,51
Saint Lucia,19,0,0,0,1,102,96
Saint Vincent and the Grenadines,29,0,0,0,1,102,176
San Marino,698,42,0,0,1,102,98
Sao Tome and Principe,713,13,1,0,1,102,59
Saudi Arabia,178504,1511,3927,37,1,102,148
Senegal,6459,102,105,4,1,102,134
Serbia,13792,267,227,2,1,102,159
Seychelles,20,0,9,0,1,102,27
Sierra Leone,1410,59,16,0,1,102,144
Singapore,43246,26,291,0,1,102,141
Slovakia,1657,28,14,0,1,102,156
Slovenia,1572,109,14,0,1,102,117
Somalia,2878,90,0,0,1,102,57
South Africa,131800,2413,7210,73,1,102,45
South Korea,12715,282,62,0,1,102,109
South Sudan,1942,36,0,0,1,102,126
Spain,248469,28341,564,3,1,102,86
Sri Lanka,2033,11,19,0,1,102,79
Sudan,9257,572,0,0,1,102,5
Suriname,467,11,78,1,1,102,183
Sweden,65137,5280,0,0,1,102,67
Switzerland,31555,1962,69,0,1,102,85
Syria,256,9,1,1,1,102,9
Taiwan*,447,7,0,0,1,102,65
Tajikistan,5799,52,52,0,1,102,100
Tanzania,509,21,0,0,1,102,28
Thailand,3162,58,0,0,1,102,61
Timor-Leste,24,0,0,0,1,102,81
Togo,615,14,24,0,1,102,164
Trinidad and Tobago,126,8,2,0,1,102,46
Tunisia,1168,50,4,0,1,102,77
Turkey,195883,5082,1372,17,1,102,39
US,2510259,126120,42705,489,1,102,120
Uganda,848,0,15,0,1,102,182
Ukraine,42932,1121,957,24,1,102,26
United Arab Emirates,47360,311,387,1,1,102,83
United Kingdom,283785,43598,634,100,1,102,82
Uruguay,924,26,5,0,1,102,80
Uzbekistan,7682,20,255,0,1,102,170
Venezuela,5130,42,351,1,1,102,92
Vietnam,355,0,2,0,1,102,66
West Bank and Gaza,1815,4,258,1,1,102,68
Western Sahara,10,1,0,0,1,102,124
Yemen,1103,296,14,3,1,102,53
Zambia,1531,21,0,0,1,102,30
Zimbabwe,567,6,6,0,1,102,181
Afghanistan,30967,721,351,18,1,110,139
Albania,2402,55,72,2,1,110,131
Algeria,13273,897,305,5,1,110,116
Andorra,855,52,0,0,1,110,70
Angola,267,11,8,1,1,110,3
Antigua and Barbuda,69,3,4,0,1,110,121
Argentina,59933,1232,2189,25,1,110,25
Armenia,24645,426,736,5,1,110,107
Australia,7764,104,78,0,1,110,99
Austria,17654,702,74,2,1,110,110
Azerbaijan,16424,198,534,5,1,110,90
Bahamas,104,11,0,0,1,110,10
Bahrain,25705,83,438,5,1,110,34
Bangladesh,137787,1738,3809,43,1,110,172
Barbados,97,7,0,0,1,110,173
Belarus,61475,383,380,6,1,110,129
Belgium,61295,9732,86,0,1,110,40
Belize,24,2,0,0,1,110,31
Benin,1149,16,25,2,1,110,1
Bhutan,76,0,1,0,1,110,162
Bolivia,31524,1014,848,44,1,110,145
Bosnia and Herzegovina,3935,178,0,0,1,110,160
Botswana,92,1,0,0,1,110,177
Brazil,1344143,57622,30476,552,1,110,115
Brunei,141,3,0,0,1,110,88
Bulgaria,4691,219,66,3,1,110,76
Burkina Faso,959,53,18,0,1,110,94
Burma,299,6,3,0,1,110,171
Burundi,170,1,0,0,1,110,140
Cabo Verde,1155,12,64,0,1,110,118
Cambodia,141,0,0,0,1,110,4
Cameroon,12592,313,0,0,1,110,102
Canada,105180,8581,315,6,1,110,36
Central African Republic,3429,45,0,0,1,110,48
Chad,866,74,1,0,1,110,58
Chile,271982,5509,4216,162,1,110,22
China,84757,4641,14,0,1,110,153
Colombia,91769,3178,3178,239,1,110,123
Comoros,272,7,0,0,1,110,43
Congo (Brazzaville),1087,37,0,0,1,110,33
Congo (Kinshasa),6827,157,137,4,1,110,169
Costa Rica,3130,15,151,1,1,110,64
Cote d'Ivoire,9101,66,157,0,1,110,167
Croatia,2691,107,67,0,1,110,78
Cuba,2332,86,2,0,1,110,91
Cyprus,994,19,0,0,1,110,103
Czechia,11603,348,305,-1,1,110,142
Denmark,12862,604,0,0,1,110,178
Djibouti,4643,52,0,0,1,110,89
Dominica,18,0,0,0,1,110,187
Dominican Republic,31373,726,754,8,1,110,179
Ecuador,55255,4429,681,5,1,110,122
Egypt,65188,2789,1265,81,1,110,143
El Salvador,5934,152,207,9,1,110,112
Equatorial Guinea,2001,32,0,0,1,110,62
Eritrea,191,0,0,0,1,110,54
Estonia,1987,69,1,0,1,110,101
Eswatini,781,11,36,3,1,110,133
Ethiopia,5689,98,119,4,1,110,137
Fiji,18,0,0,0,1,110,55
Finland,7198,328,0,0,1,110,42
France,199476,29781,0,0,1,110,157
Gabon,5209,40,0,0,1,110,108
Gambia,45,2,1,0,1,110,152
Georgia,924,15,3,1,1,110,47
Germany,194693,8968,235,0,1,110,52
Ghana,16742,112,311,9,1,110,29
Greece,3376,191,10,0,1,110,12
Greenland,13,0,0,0,1,110,184
Grenada,23,0,0,0,1,110,11
Guatemala,16930,727,533,21,1,110,20
Guinea,5342,31,51,1,1,110,56
Guinea-Bissau,1614,22,0,0,1,110,38
Guyana,230,12,0,0,1,110,19
Haiti,5777,100,0,0,1,110,138
Holy See,12,0,0,0,1,110,32
Honduras,18082,479,1075,0,1,110,136
Hungary,4142,581,4,3,1,110,125
Iceland,1821,10,1,0,1,110,106
India,548318,16475,19459,380,1,110,35
Indonesia,54010,2754,1198,34,1,110,186
Iran,222669,10508,2489,144,1,110,15
Iraq,45402,1756,2140,96,1,110,21
Ireland,25439,1735,2,1,1,110,154
Israel,23755,318,334,1,1,110,97
Italy,240310,34738,174,22,1,110,135
Jamaica,696,10,6,0,1,110,49
Japan,18366,972,112,1,1,110,127
Jordan,1121,9,10,0,1,110,75
Kazakhstan,21327,178,1008,12,1,110,7
Kenya,6070,143,259,2,1,110,84
Kosovo,2169,37,0,0,1,110,151
Kuwait,44942,348,551,4,1,110,73
Kyrgyzstan,5017,50,504,4,1,110,161
Laos,19,0,0,0,1,110,23
Latvia,1116,30,1,0,1,110,13
Lebanon,1740,34,21,1,1,110,87
Lesotho,27,0,3,0,1,110,119
Liberia,768,34,39,0,1,110,93
Libya,762,21,35,3,1,110,63
Liechtenstein,82,1,0,0,1,110,71
Lithuania,1815,78,2,0,1,110,158
Luxembourg,4242,110,25,0,1,110,114
Madagascar,2078,18,73,2,1,110,60
Malawi,1146,13,108,0,1,110,69
Malaysia,8634,121,18,0,1,110,104
Maldives,2324,8,19,0,1,110,37
Mali,2147,114,29,1,1,110,17
Malta,670,9,0,0,1,110,147
Mauritania,4149,126,124,5,1,110,95
Mauritius,341,10,0,0,1,110,130
Mexico,216852,26648,4050,267,1,110,180
Moldova,16250,530,170,9,1,110,128
Monaco,103,4,0,0,1,110,113
Mongolia,220,0,1,0,1,110,14
Montenegro,481,11,12,2,1,110,185
Morocco,12052,221,175,1,1,110,16
Mozambique,859,5,20,0,1,110,111
Namibia,183,0,47,0,1,110,41
Nepal,12772,28,463,0,1,110,24
Netherlands,50348,6124,73,0,1,110,149
New Zealand,1528,22,2,0,1,110,132
Nicaragua,2170,74,0,0,1,110,174
Niger,1074,67,12,0,1,110,165
Nigeria,24567,565,490,7,1,110,74
North Macedonia,6080,286,174,9,1,110,44
Norway,8855,249,9,0,1,110,175
Oman,38150,163,1197,4,1,110,105
Pakistan,206512,4167,3557,49,1,110,150
Panama,31686,604,1028,12,1,110,18
Papua New Guinea,11,0,0,0,1,110,2
Paraguay,2127,15,185,0,1,110,6
Peru,279419,9317,3430,182,1,110,50
Philippines,35455,1244,652,8,1,110,166
Poland,33907,1438,193,3,1,110,72
Portugal,41646,1564,457,3,1,110,8
Qatar,94413,110,750,0,1,110,155
Romania,26313,1612,291,23,1,110,163
Russia,633563,9060,6784,102,1,110,146
Rwanda,900,2,22,0,1,110,168
Saint Kitts and Nevis,15,0,0,0,1,110,51
Saint Lucia,19,0,0,0,1,110,96
Saint Vincent and the Grenadines,29,0,0,0,1,110,176
San Marino,698,42,0,0,1,110,98
Sao Tome and Principe,713,13,0,0,1,110,59
Saudi Arabia,182493,1551,3989,40,1,110,148
Senegal,6586,105,127,3,1,110,134
Serbia,14046,270,254,3,1,110,159
Seychelles,70,0,50,0,1,110,27
Sierra Leone,1427,60,17,1,1,110,144
Singapore,43459,26,213,0,1,110,141
Slovakia,1664,28,7,0,1,110,156
Slovenia,1581,111,9,2,1,110,117
Somalia,2894,90,16,0,1,110,57
South Africa,138134,2456,6334,43,1,110,45
South Korea,12757,282,42,0,1,110,109
South Sudan,1989,36,47,0,1,110,126
Spain,248770,28343,301,2,1,110,86
Sri Lanka,2037,11,4,0,1,110,79
Sudan,9257,572,0,0,1,110,5
Suriname,490,11,23,0,1,110,183
Sweden,65137,5280,0,0,1,110,67
Switzerland,31617,1962,62,0,1,110,85
Syria,256,9,0,0,1,110,9
Taiwan*,447,7,0,0,1,110,65
Tajikistan,5849,52,50,0,1,110,100
Tanzania,509,21,0,0,1,110,28
Thailand,3162,58,0,0,1,110,61
Timor-Leste,24,0,0,0,1,110,81
Togo,642,14,27,0,1,110,164
Trinidad and Tobago,126,8,0,0,1,110,46
Tunisia,1169,50,1,0,1,110,77
Turkey,197239,5097,1356,15,1,110,39
US,2549864,126361,39605,241,1,110,120
Uganda,859,0,11,0,1,110,182
Ukraine,43856,1142,924,21,1,110,26
United Arab Emirates,47797,313,437,2,1,110,83
United Kingdom,284192,43634,407,36,1,110,82
Uruguay,929,27,5,1,1,110,80
Uzbekistan,7948,22,266,2,1,110,170
Venezuela,5297,44,167,2,1,110,92
Vietnam,355,0,0,0,1,110,66
West Bank and Gaza,1990,4,175,0,1,110,68
Western Sahara,10,1,0,0,1,110,124
Yemen,1118,302,15,6,1,110,53
Zambia,1557,22,26,1,1,110,30
Zimbabwe,567,6,0,0,1,110,181
Afghanistan,31238,733,271,12,1,112,139
Albania,2466,58,64,3,1,112,131
Algeria,13571,905,298,8,1,112,116
Andorra,855,52,0,0,1,112,70
Angola,276,11,9,0,1,112,3
Antigua and Barbuda,69,3,0,0,1,112,121
Argentina,62268,1280,2335,48,1,112,25
Armenia,25127,433,482,7,1,112,107
Australia,7834,104,70,0,1,112,99
Austria,17723,703,69,1,1,112,110
Azerbaijan,16968,206,544,8,1,112,90
Bahamas,104,11,0,0,1,112,10
Bahrain,26239,84,534,1,1,112,34
Bangladesh,141801,1783,4014,45,1,112,172
Barbados,97,7,0,0,1,112,173
Belarus,61790,387,315,4,1,112,129
Belgium,61361,9732,66,0,1,112,40
Belize,24,2,0,0,1,112,31
Benin,1187,19,38,3,1,112,1
Bhutan,77,0,1,0,1,112,162
Bolivia,32125,1071,601,57,1,112,145
Bosnia and Herzegovina,4325,184,390,6,1,112,160
Botswana,175,1,83,0,1,112,177
Brazil,1368195,58314,24052,692,1,112,115
Brunei,141,3,0,0,1,112,88
Bulgaria,4831,223,140,4,1,112,76
Burkina Faso,959,53,0,0,1,112,94
Burma,299,6,0,0,1,112,171
Burundi,170,1,0,0,1,112,140
Cabo Verde,1165,12,10,0,1,112,118
Cambodia,141,0,0,0,1,112,4
Cameroon,12592,313,0,0,1,112,102
Canada,105817,8627,637,46,1,112,36
Central African Republic,3613,47,184,2,1,112,48
Chad,866,74,0,0,1,112,58
Chile,275999,5575,4017,66,1,112,22
China,84780,4641,23,0,1,112,153
Colombia,95043,3274,3274,96,1,112,123
Comoros,272,7,0,0,1,112,43
Congo (Brazzaville),1087,37,0,0,1,112,33
Congo (Kinshasa),6939,167,112,10,1,112,169
Costa Rica,3269,15,139,0,1,112,64
Cote d'Ivoire,9214,66,113,0,1,112,167
Croatia,2725,107,34,0,1,112,78
Cuba,2340,86,8,0,1,112,91
Cyprus,996,19,2,0,1,112,103
Czechia,11805,348,202,0,1,112,142
Denmark,12938,605,76,1,1,112,178
Djibouti,4656,53,13,1,1,112,89
Dominica,18,0,0,0,1,112,187
Dominican Republic,31816,733,443,7,1,112,179
Ecuador,55665,4502,410,73,1,112,122
Egypt,66754,2872,1566,83,1,112,143
El Salvador,6173,164,239,12,1,112,112
Equatorial Guinea,2001,32,0,0,1,112,62
Eritrea,191,0,0,0,1,112,54
Estonia,1987,69,0,0,1,112,101
Eswatini,795,11,14,0,1,112,133
Ethiopia,5846,103,157,5,1,112,137
Fiji,18,0,0,0,1,112,55
Finland,7209,328,11,0,1,112,42
France,201522,29816,2046,35,1,112,157
Gabon,5394,42,185,2,1,112,108
Gambia,47,2,2,0,1,112,152
Georgia,926,15,2,0,1,112,47
Germany,195042,8976,349,8,1,112,52
Ghana,17351,112,609,0,1,112,29
Greece,3390,191,14,0,1,112,12
Greenland,13,0,0,0,1,112,184
Grenada,23,0,0,0,1,112,11
Guatemala,17409,746,479,19,1,112,20
Guinea,5351,31,9,0,1,112,56
Guinea-Bissau,1654,24,40,2,1,112,38
Guyana,235,12,5,0,1,112,19
Haiti,5933,105,156,5,1,112,138
Holy See,12,0,0,0,1,112,32
Honduras,18818,485,736,6,1,112,136
Hungary,4145,585,3,4,1,112,125
Iceland,1822,10,1,0,1,112,106
India,566840,16893,18522,418,1,112,35
Indonesia,55092,2805,1082,51,1,112,186
Iran,225205,10670,2536,162,1,112,15
Iraq,47151,1839,1749,83,1,112,21
Ireland,25462,1735,23,0,1,112,154
Israel,24441,319,686,1,1,112,97
Italy,240436,34744,126,6,1,112,135
Jamaica,698,10,2,0,1,112,49
Japan,18476,972,110,0,1,112,127
Jordan,1128,9,7,0,1,112,75
Kazakhstan,21819,188,492,10,1,112,7
Kenya,6190,144,120,1,1,112,84
Kosovo,2677,49,508,12,1,112,151
Kuwait,45524,350,582,2,1,112,73
Kyrgyzstan,5296,57,279,7,1,112,161
Laos,19,0,0,0,1,112,23
Latvia,1117,30,1,0,1,112,13
Lebanon,1745,34,5,0,1,112,87
Lesotho,27,0,0,0,1,112,119
Liberia,770,36,2,2,1,112,93
Libya,802,23,40,2,1,112,63
Liechtenstein,82,1,0,0,1,112,71
Lithuania,1816,78,1,0,1,112,158
Luxembourg,4256,110,14,0,1,112,114
Madagascar,2138,20,60,2,1,112,60
Malawi,1152,13,6,0,1,112,69
Malaysia,8637,121,3,0,1,112,104
Maldives,2337,8,13,0,1,112,37
Mali,2173,115,26,1,1,112,17
Malta,670,9,0,0,1,112,147
Mauritania,4237,128,88,2,1,112,95
Mauritius,341,10,0,0,1,112,130
Mexico,220657,27121,3805,473,1,112,180
Moldova,16357,536,107,6,1,112,128
Monaco,103,4,0,0,1,112,113
Mongolia,220,0,0,0,1,112,14
Montenegro,501,11,20,0,1,112,185
Morocco,12290,225,238,4,1,112,16
Mozambique,883,6,24,1,1,112,111
Namibia,196,0,13,0,1,112,41
Nepal,13248,29,476,1,1,112,24
Netherlands,50426,6126,78,2,1,112,149
New Zealand,1528,22,0,0,1,112,132
Nicaragua,2170,74,0,0,1,112,174
Niger,1075,67,1,0,1,112,165
Nigeria,25133,573,566,8,1,112,74
North Macedonia,6209,298,129,12,1,112,44
Norway,8862,249,7,0,1,112,175
Oman,39060,169,910,6,1,112,105
Pakistan,209337,4304,2825,137,1,112,150
Panama,32785,620,1099,16,1,112,18
Papua New Guinea,11,0,0,0,1,112,2
Paraguay,2191,16,64,1,1,112,6
Peru,282365,9504,2946,187,1,112,50
Philippines,36438,1255,983,11,1,112,166
Poland,34154,1444,247,6,1,112,72
Portugal,41912,1568,266,4,1,112,8
Qatar,95106,113,693,3,1,112,155
Romania,26582,1634,269,22,1,112,163
Russia,640246,9152,6683,92,1,112,146
Rwanda,1001,2,101,0,1,112,168
Saint Kitts and Nevis,15,0,0,0,1,112,51
Saint Lucia,19,0,0,0,1,112,96
Saint Vincent and the Grenadines,29,0,0,0,1,112,176
San Marino,698,42,0,0,1,112,98
Sao Tome and Principe,713,13,0,0,1,112,59
Saudi Arabia,186436,1599,3943,48,1,112,148
